2022-11-30 02:04:06 startup archives install
2023-01-18 01:26:46 install iptables:amd64 <none> 1.8.7-1ubuntu5
2023-01-18 01:26:46 status half-installed iptables:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status unpacked iptables:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 install libipset13:amd64 <none> 7.15-1build1
2023-01-18 01:26:46 status half-installed libipset13:amd64 7.15-1build1
2023-01-18 01:26:46 status unpacked libipset13:amd64 7.15-1build1
2023-01-18 01:26:46 install ipset:amd64 <none> 7.15-1build1
2023-01-18 01:26:46 status half-installed ipset:amd64 7.15-1build1
2023-01-18 01:26:46 status unpacked ipset:amd64 7.15-1build1
2023-01-18 01:26:46 startup packages configure
2023-01-18 01:26:46 configure libip4tc2:amd64 1.8.7-1ubuntu5 <none>
2023-01-18 01:26:46 status unpacked libip4tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status half-configured libip4tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status installed libip4tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 configure libip6tc2:amd64 1.8.7-1ubuntu5 <none>
2023-01-18 01:26:46 status unpacked libip6tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status half-configured libip6tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status installed libip6tc2:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 configure bash-completion:all 1:2.11-5ubuntu1 <none>
2023-01-18 01:26:46 status unpacked bash-completion:all 1:2.11-5ubuntu1
2023-01-18 01:26:46 status half-configured bash-completion:all 1:2.11-5ubuntu1
2023-01-18 01:26:46 status installed bash-completion:all 1:2.11-5ubuntu1
2023-01-18 01:26:46 configure libmnl0:amd64 1.0.4-3build2 <none>
2023-01-18 01:26:46 status unpacked libmnl0:amd64 1.0.4-3build2
2023-01-18 01:26:46 status half-configured libmnl0:amd64 1.0.4-3build2
2023-01-18 01:26:46 status installed libmnl0:amd64 1.0.4-3build2
2023-01-18 01:26:46 configure libxtables12:amd64 1.8.7-1ubuntu5 <none>
2023-01-18 01:26:46 status unpacked libxtables12:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status half-configured libxtables12:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 status installed libxtables12:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:46 configure libipset13:amd64 7.15-1build1 <none>
2023-01-18 01:26:46 status unpacked libipset13:amd64 7.15-1build1
2023-01-18 01:26:46 status half-configured libipset13:amd64 7.15-1build1
2023-01-18 01:26:46 status installed libipset13:amd64 7.15-1build1
2023-01-18 01:26:46 configure libnfnetlink0:amd64 1.0.1-3build3 <none>
2023-01-18 01:26:46 status unpacked libnfnetlink0:amd64 1.0.1-3build3
2023-01-18 01:26:46 status half-configured libnfnetlink0:amd64 1.0.1-3build3
2023-01-18 01:26:46 status installed libnfnetlink0:amd64 1.0.1-3build3
2023-01-18 01:26:46 configure netbase:all 6.3 <none>
2023-01-18 01:26:46 status unpacked netbase:all 6.3
2023-01-18 01:26:46 status half-configured netbase:all 6.3
2023-01-18 01:26:46 status installed netbase:all 6.3
2023-01-18 01:26:46 configure ipset:amd64 7.15-1build1 <none>
2023-01-18 01:26:46 status unpacked ipset:amd64 7.15-1build1
2023-01-18 01:26:46 status half-configured ipset:amd64 7.15-1build1
2023-01-18 01:26:46 status installed ipset:amd64 7.15-1build1
2023-01-18 01:26:46 configure openssl:amd64 3.0.2-0ubuntu1.7 <none>
2023-01-18 01:26:46 status unpacked openssl:amd64 3.0.2-0ubuntu1.7
2023-01-18 01:26:46 status half-configured openssl:amd64 3.0.2-0ubuntu1.7
2023-01-18 01:26:46 status installed openssl:amd64 3.0.2-0ubuntu1.7
2023-01-18 01:26:46 configure libelf1:amd64 0.186-1build1 <none>
2023-01-18 01:26:46 status unpacked libelf1:amd64 0.186-1build1
2023-01-18 01:26:46 status half-configured libelf1:amd64 0.186-1build1
2023-01-18 01:26:46 status installed libelf1:amd64 0.186-1build1
2023-01-18 01:26:46 configure libkmod2:amd64 29-1ubuntu1 <none>
2023-01-18 01:26:46 status unpacked libkmod2:amd64 29-1ubuntu1
2023-01-18 01:26:46 status half-configured libkmod2:amd64 29-1ubuntu1
2023-01-18 01:26:46 status installed libkmod2:amd64 29-1ubuntu1
2023-01-18 01:26:46 configure libnftnl11:amd64 1.2.1-1build1 <none>
2023-01-18 01:26:46 status unpacked libnftnl11:amd64 1.2.1-1build1
2023-01-18 01:26:46 status half-configured libnftnl11:amd64 1.2.1-1build1
2023-01-18 01:26:46 status installed libnftnl11:amd64 1.2.1-1build1
2023-01-18 01:26:46 configure kmod:amd64 29-1ubuntu1 <none>
2023-01-18 01:26:46 status unpacked kmod:amd64 29-1ubuntu1
2023-01-18 01:26:46 status half-configured kmod:amd64 29-1ubuntu1
2023-01-18 01:26:46 status installed kmod:amd64 29-1ubuntu1
2023-01-18 01:26:46 configure ca-certificates:all 20211016ubuntu0.22.04.1 <none>
2023-01-18 01:26:46 status unpacked ca-certificates:all 20211016ubuntu0.22.04.1
2023-01-18 01:26:46 status half-configured ca-certificates:all 20211016ubuntu0.22.04.1
2023-01-18 01:26:48 status installed ca-certificates:all 20211016ubuntu0.22.04.1
2023-01-18 01:26:48 status triggers-pending ca-certificates:all 20211016ubuntu0.22.04.1
2023-01-18 01:26:48 configure libnetfilter-conntrack3:amd64 1.0.9-1 <none>
2023-01-18 01:26:48 status unpacked libnetfilter-conntrack3:amd64 1.0.9-1
2023-01-18 01:26:48 status half-configured libnetfilter-conntrack3:amd64 1.0.9-1
2023-01-18 01:26:48 status installed libnetfilter-conntrack3:amd64 1.0.9-1
2023-01-18 01:26:48 configure iptables:amd64 1.8.7-1ubuntu5 <none>
2023-01-18 01:26:48 status unpacked iptables:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:48 status half-configured iptables:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:48 status installed iptables:amd64 1.8.7-1ubuntu5
2023-01-18 01:26:48 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-01-18 01:26:48 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-01-18 01:26:48 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-01-18 01:26:48 trigproc ca-certificates:all 20211016ubuntu0.22.04.1 <none>
2023-01-18 01:26:48 status half-configured ca-certificates:all 20211016ubuntu0.22.04.1
2023-01-18 01:26:49 status installed ca-certificates:all 20211016ubuntu0.22.04.1
